manifold,manifold_dim,ambient_dim,reconstruction_error,smoothness,latent_utilization,complexity_penalty,score,n_points,k,mask_ratio,latent_shape,n_masks,reconstruction_error_mean,reconstruction_error_std,score_mean,score_std,reconstruction_error_ci95,rank
cylinder,2,3,0.06210954980460985,0.4672438652681421,0.20081018518518517,2.75e-08,0.06210957730460985,9999,8,0.25,"[9999, 3]",8,0.05905886000122545,0.0021184921810862025,0.05905888750122545,0.0021184921810862025,0.0014680401833939984,1
torus2,2,3,0.17024162436689808,1.2397977361975616,0.38599537037037035,2.75e-08,0.17024165186689807,9999,8,0.25,"[9999, 3]",8,0.1754713545741588,0.006529284982485822,0.1754713820741588,0.006529284982485822,0.004524563653666908,2
sphere2,2,3,0.34655260923059233,2.139655878776988,0.34085648148148145,2.75e-08,0.34655263673059233,9999,8,0.25,"[9999, 3]",8,0.3159928701998718,0.023486862013206246,0.3159928976998718,0.023486862013206246,0.016275565010364246,3
circle,1,2,0.6271593632991598,3.562533289185318,0.3055555555555556,1.5000000000000002e-08,0.6271593782991598,9999,8,0.25,"[9999, 2]",8,0.5932057712072831,0.027912855711505653,0.5932057862072831,0.027912855711505653,0.019342622164769552,4
