manifold,manifold_dim,ambient_dim,reconstruction_error,smoothness,latent_utilization,complexity_penalty,score,n_points,k,mask_ratio,latent_shape,n_masks,reconstruction_error_mean,reconstruction_error_std,score_mean,score_std,reconstruction_error_ci95,rank
s1_r2,3,4,0.008888612925630443,0.1532748840541471,0.08410841084108411,4e-08,0.008888652925630442,9999,8,0.25,"[9999, 4]",8,0.010097109141713492,0.0008054737906525783,0.010097149141713491,0.0008054737906525783,0.0005581648598497022,1
cylinder,2,3,0.06107219827996294,0.4558107166751792,0.2511574074074074,2.75e-08,0.06107222577996294,9999,8,0.25,"[9999, 3]",8,0.0591587151584864,0.002126856329975085,0.0591587426584864,0.002126856329975085,0.0014738362428642175,2
plane3d,3,3,0.06113781636410455,0.4558107166751792,0.2511574074074074,3.75e-08,0.06113785386410455,9999,8,0.25,"[9999, 3]",8,0.060139211625456275,0.0017545456078201405,0.060139249125456276,0.0017545456078201392,0.00121583807524688,3
torus2,2,3,0.17095347645833114,1.2041517202574878,0.38425925925925924,2.75e-08,0.17095350395833114,9999,8,0.25,"[9999, 3]",8,0.17167560465282417,0.005354036911458541,0.17167563215282416,0.005354036911458541,0.0037101582906791043,4
sphere2,2,3,0.3365241521711088,2.162112567989241,0.3431712962962963,2.75e-08,0.3365241796711088,9999,8,0.25,"[9999, 3]",8,0.3189857578587165,0.011688061199489055,0.31898578535871647,0.011688061199489055,0.008099413186420441,5
circle,1,2,0.5736988501274333,3.5751312794139958,0.3055555555555556,1.5000000000000002e-08,0.5736988651274333,9999,8,0.25,"[9999, 2]",8,0.5828375516264772,0.024327065106580142,0.5828375666264773,0.024327065106580142,0.016857796049164868,6
