feature,horizon,bin,n,feature_min,feature_max,future_rv_mean,future_lr_mean,p_up
vol_20,3,"(0.0074399999999999996, 0.0173]",504,0.008435344450843789,0.017318674706036423,0.018701123421729048,0.0008944087285205842,0.5129740518962076
vol_20,3,"(0.0173, 0.021]",503,0.017320851873844342,0.020989903140942734,0.01917213811901394,0.0010392301525030995,0.5099601593625498
vol_20,3,"(0.021, 0.0255]",503,0.02099307972488563,0.02545122109918577,0.02155231211693539,-0.008216218094630995,0.398
vol_20,3,"(0.0255, 0.0332]",500,0.02545974676251538,0.03323870578310728,0.024453586113737855,0.0013856336395211982,0.4979919678714859
vol_20,3,"(0.0332, 0.0996]",503,0.03324988132605733,0.09957030106551568,0.03023454988938657,-0.012140421791779838,0.42115768463073855
vol_20,12,"(0.0074399999999999996, 0.0173]",504,0.008435344450843789,0.017318674706036423,0.022833442726955495,0.0034761673117952334,0.5049701789264414
vol_20,12,"(0.0173, 0.021]",503,0.017320851873844342,0.020989903140942734,0.022539414293277077,0.008160641939306414,0.5745526838966203
vol_20,12,"(0.021, 0.0255]",503,0.02099307972488563,0.02545122109918577,0.023964759538953006,-0.026184678804537863,0.341948310139165
vol_20,12,"(0.0255, 0.0332]",491,0.02545974676251538,0.03323870578310728,0.025356949102144977,-0.0034948812099695847,0.4662576687116564
vol_20,12,"(0.0332, 0.0996]",503,0.03324988132605733,0.09957030106551568,0.03483214333484951,-0.049642046938620524,0.3558648111332008
log_return,3,"(-0.00622, 0.00324]",505,-0.006220859875102458,0.00322979287129177,0.02010380891133114,-0.000168246958896077,0.48804780876494025
log_return,3,"(-0.0187, -0.00622]",504,-0.01873458143732254,-0.006229256023466245,0.02142908261655552,-0.004931335483025814,0.4681274900398406
log_return,3,"(-0.391, -0.0187]",504,-0.39045835817934815,-0.018759383476926628,0.025641209573547714,-0.005240728529784325,0.499001996007984
log_return,3,"(0.00324, 0.0166]",504,0.0032527649116132484,0.016637759300464072,0.0213396602374485,-0.0010496200774919042,0.4503968253968254
log_return,3,"(0.0166, 0.271]",505,0.016643371795628914,0.2709830379318263,0.02572371036251901,-0.005722543424148934,0.4342629482071713
log_return,12,"(-0.00622, 0.00324]",504,-0.006220859875102458,0.00322979287129177,0.02429198933358199,-0.005537543283484404,0.4990059642147117
log_return,12,"(-0.0187, -0.00622]",503,-0.01873458143732254,-0.006229256023466245,0.02464350973434931,-0.015061446722604267,0.41832669322709165
log_return,12,"(-0.391, -0.0187]",502,-0.39045835817934815,-0.018759383476926628,0.02760325845729706,-0.02221539749099812,0.43912175648702595
log_return,12,"(0.00324, 0.0166]",502,0.0032527649116132484,0.016637759300464072,0.02421348102955485,-0.003878351749036747,0.4721115537848606
log_return,12,"(0.0166, 0.271]",502,0.016643371795628914,0.2709830379318263,0.028794937478731998,-0.021529551704135393,0.40836653386454186
relative_strength_12,3,"(-0.0276, 0.00201]",501,-0.027537162556861006,0.0019833130103581453,0.018967292871136212,-0.004965499128295173,0.46
relative_strength_12,3,"(-0.0648, -0.0276]",501,-0.06480009357485983,-0.027570658049134167,0.02085979775072997,-0.0035893151548121722,0.4567404426559356
relative_strength_12,3,"(-0.773, -0.0648]",503,-0.7716586830111734,-0.06486179183468899,0.024561307529587968,-0.00484024392208208,0.48697394789579157
relative_strength_12,3,"(0.00201, 0.0425]",503,0.002012364770303421,0.04253212895217473,0.021714989375112907,0.0010175566645342989,0.5059760956175299
relative_strength_12,3,"(0.0425, 0.836]",503,0.04256758896898205,0.8363234610960522,0.02801751433297248,-0.004765370652689475,0.42828685258964144
relative_strength_12,12,"(-0.0276, 0.00201]",501,-0.027537162556861006,0.0019833130103581453,0.02395573148412779,-0.010609168569579726,0.474
