horizon,feature,corr_rv_all,corr_rv_train,corr_rv_test,corr_lr_all,corr_lr_train,corr_lr_test,corr_direction_all,corr_direction_train,corr_direction_test,max_abs_test_corr
3,relative_strength_12,0.08623907877310866,-0.04081711535516346,0.38168226555343654,-0.004642444183530313,-0.0017540423939060887,-0.01828145819857314,-0.028453863969939097,-0.026922319038383234,-0.03578284202020618,0.38168226555343654
3,price_ratio_z_42,0.09378835746047397,-0.0029293830958547844,0.3218567386995952,-0.017875751958784644,-0.03917217450165766,0.026537446380050237,-0.05048290591933181,-0.046845522763282334,-0.06191134086955617,0.3218567386995952
3,relative_strength_42,0.038143095778134774,-0.049886688591167724,0.2543958873757775,-0.037436262686587805,-0.04377978960700256,-0.03590824461418499,-0.015895434806893587,-0.013064297993850478,-0.03145019131364411,0.2543958873757775
3,relative_log_return,0.05515181490508034,-0.017978894948339774,0.2296789039997623,0.0074752711159151945,0.0078028734112906666,0.004639312034495416,-0.03307129468090289,-0.036954799597876356,-0.02501865857626907,0.2296789039997623
3,rolling_beta_ref_42,-0.06307906874819215,-0.025045678251427273,-0.21945671168090103,0.05894202618536203,0.0796282180006553,0.011428330153947092,0.0374970151086205,0.040513991387649585,0.04105506683107696,0.21945671168090103
3,price_ratio_z_12,0.070336761799716,0.010248399277775445,0.2116122994927958,-0.017993666267641446,-0.03404331299078453,0.018399971031695748,-0.06292095599466888,-0.07430602154560421,-0.036937224790924254,0.2116122994927958
3,log_return,0.02779489163237021,-0.03935828456127478,0.18804389284779138,0.015497286002923643,0.019809466495935346,0.0035041115528779755,-0.031178793657737555,-0.03456759549760385,-0.024026512145907324,0.18804389284779138
3,asset_log_return,0.02779489163237021,-0.03935828456127478,0.18804389284779138,0.015497286002923643,0.019809466495935346,0.0035041115528779755,-0.031178793657737555,-0.03456759549760385,-0.024026512145907324,0.18804389284779138
3,vol_20,0.2347270944012435,0.26044174927693897,0.17543842735292647,-0.11239296444166351,-0.12262904600265756,-0.08621495594988514,-0.06934396264027444,-0.06983735054387735,-0.06656022944762854,0.17543842735292647
3,rolling_corr_ref_12,-0.10205178435375457,-0.07011292392080201,-0.1695089742284623,0.06330821899273223,0.10152938627838991,-0.027604235469280876,0.04112135220443031,0.06021468794211885,-0.0039331546306404334,0.1695089742284623
3,rolling_corr_ref_42,-0.11391442766026276,-0.0895996676699091,-0.16834072132960987,0.08779867947336234,0.10895735662171209,0.03375220154051067,0.050249450369034714,0.059853846913227676,0.02576609917660178,0.16834072132960987
3,price_ratio,0.14081336081517595,0.1822027671748178,0.11344333862347276,-0.07697003969934665,-0.08502014700323633,-0.16301614980572282,-0.02351717597674745,-0.017318093336909635,-0.13474080061784519,0.16301614980572282
3,funding_z,-0.05776112205674698,-0.027292837485280354,-0.1366873779649911,0.016266361544663457,-0.009808970234952204,0.08369628497049648,0.024120533254152476,0.007860762215778423,0.06300402597949482,0.1366873779649911
3,rolling_beta_ref_12,-0.04932662134815719,-0.021948286499613986,-0.12614506764838904,0.023792918844676186,0.0638165290045939,-0.07894458499945235,0.01829853387004158,0.03966550038294339,-0.03585485587922019,0.12614506764838904
3,funding_rate,-0.07200537291038459,-0.030278124604709217,-0.12535621567516833,0.05216005461279379,0.03126611941315452,0.0867121330315742,0.05201661855811331,0.052548972133919805,0.07117037398884173,0.12535621567516833
