feature,horizon,bin,n,feature_min,feature_max,future_rv_mean,future_lr_mean,p_up
vol_20,3,"(-0.00035900000000000005, 0.00267]",3895,0.000641296772349979,0.0026720828233558263,0.0024094967467720514,3.065925794362195e-06,0.5077041602465331
vol_20,3,"(0.00267, 0.00368]",3897,0.002672219393253709,0.0036774437287885294,0.003454330690278417,-4.7103298077704134e-05,0.5030800821355236
vol_20,3,"(0.00368, 0.00469]",3897,0.003678268813401784,0.0046875840731900155,0.003839044224000327,-7.506988038535751e-05,0.4955093661791121
vol_20,3,"(0.00469, 0.00608]",3897,0.0046880445424656485,0.006075534733902103,0.004140425743770624,9.842641186365936e-05,0.5219512195121951
vol_20,3,"(0.00608, 0.0221]",3897,0.00607581701539679,0.022146992946561323,0.005747046597911317,0.0004750574428836212,0.5280985373364127
vol_20,12,"(-0.00035900000000000005, 0.00267]",3886,0.000641296772349979,0.0026720828233558263,0.002970793681839577,0.00011374462530021734,0.5283067421513125
vol_20,12,"(0.00267, 0.00368]",3897,0.002672219393253709,0.0036774437287885294,0.0039003198070493503,0.00021483980288602175,0.5162945855786503
vol_20,12,"(0.00368, 0.00469]",3897,0.003678268813401784,0.0046875840731900155,0.004338202029368613,-0.00039166401095738534,0.4867847061842443
vol_20,12,"(0.00469, 0.00608]",3897,0.0046880445424656485,0.006075534733902103,0.004745501940610435,0.0008907738536047606,0.5278419296895047
vol_20,12,"(0.00608, 0.0221]",3897,0.00607581701539679,0.022146992946561323,0.0063727413383485405,0.0009904932522768726,0.5347703361560174
ring_radius,3,"(0.0271, 2.758]",3898,0.028112133964896202,2.7582554817199707,0.0034073191073428935,0.00013600446975526074,0.5237362073389787
ring_radius,3,"(11.72, 14.617]",3896,11.720414161682129,14.617238998413086,0.0040280033461815605,-0.000147978524845079,0.4817761806981519
ring_radius,3,"(2.758, 4.655]",3897,2.7583723068237305,4.655385971069336,0.0034345661597054004,0.00022392505930257919,0.5411855273287144
ring_radius,3,"(4.655, 8.124]",3897,4.655916690826416,8.123627662658691,0.00431817944722927,0.0003538441155188849,0.5218172484599589
ring_radius,3,"(8.124, 11.72]",3895,8.124475479125977,11.720223426818848,0.004403458546286411,-0.00011155021261622138,0.48779861289493964
ring_radius,12,"(0.0271, 2.758]",3896,0.028112133964896202,2.7582554817199707,0.00402853593200051,7.447751025430631e-05,0.5125770020533881
ring_radius,12,"(11.72, 14.617]",3894,11.720414161682129,14.617238998413086,0.0045458924177625955,0.0003082108500752835,0.5118130457113508
ring_radius,12,"(2.758, 4.655]",3896,2.7583723068237305,4.655385971069336,0.0040496939356447015,0.0006005021473522775,0.5297741273100616
ring_radius,12,"(4.655, 8.124]",3894,4.655916690826416,8.123627662658691,0.004773307779944058,0.0005700740827127459,0.5305598356445814
ring_radius,12,"(8.124, 11.72]",3894,8.124475479125977,11.720223426818848,0.004934789103245265,0.00026565570425563146,0.5092449922958397
lr_z20,3,"(-0.208, 0.209]",3897,-0.20803117903673304,0.20929254843681783,0.003621147553439541,-0.00016086530119958163,0.4939666238767651
lr_z20,3,"(-0.726, -0.208]",3897,-0.7255670115004929,-0.20824934496856434,0.003777107030793209,0.00016185881980224423,0.5272073921971252
lr_z20,3,"(-4.1160000000000005, -0.726]",3898,-4.114591919035377,-0.7256329699720877,0.0042178457486004095,0.00037805119263468697,0.5407901487942535
lr_z20,3,"(0.209, 0.726]",3894,0.20933206831161127,0.72581765997682,0.0037561864183056288,6.0630792254973574e-05,0.5015408320493067
lr_z20,3,"(0.726, 4.043]",3897,0.7258343674169551,4.043020631399807,0.004218629928014985,1.4649189254089976e-05,0.4928131416837782
lr_z20,12,"(-0.208, 0.209]",3896,-0.20803117903673304,0.20929254843681783,0.004301979313668329,0.00013133449712094157,0.5097535934291582
lr_z20,12,"(-0.726, -0.208]",3896,-0.7255670115004929,-0.20824934496856434,0.004357661138518082,0.00023330185702375158,0.5169404517453798
lr_z20,12,"(-4.1160000000000005, -0.726]",3895,-4.114591919035377,-0.7256329699720877,0.004622225239709388,0.0006699010793465104,0.531193838254172
lr_z20,12,"(0.209, 0.726]",3892,0.20933206831161127,0.72581765997682,0.004418422247134696,0.000470537001183353,0.5187564234326825
lr_z20,12,"(0.726, 4.043]",3895,0.7258343674169551,4.043020631399807,0.004631525547116293,0.00031399425886399833,0.5173299101412067
log_return,3,"(-0.00072, 0.000835]",3895,-0.0007193413488391087,0.0008350448487011164,0.003190999434796297,-0.00011325924812557162,0.49858720780888777
log_return,3,"(-0.00275, -0.00072]",3897,-0.0027529738364950873,-0.0007198198803965994,0.0034428928919106655,0.00011582594689461988,0.5225872689938398
log_return,3,"(-0.0512, -0.00275]",3898,-0.050194534107680155,-0.0027531969961831493,0.004802904785601423,0.00047101570104566236,0.5554130323242689
log_return,3,"(0.000835, 0.00295]",3896,0.0008359305317711119,0.002951097981561901,0.0034443501680258494,-3.280958172841031e-05,0.49306981519507187
log_return,3,"(0.00295, 0.049]",3897,0.002951512086704966,0.04904683269803911,0.004709249186026543,1.3414798713703968e-05,0.486652977412731
log_return,12,"(-0.00072, 0.000835]",3893,-0.0007193413488391087,0.0008350448487011164,0.0037882611325012494,4.4012664814578746e-05,0.51425635756486
log_return,12,"(-0.00275, -0.00072]",3895,-0.0027529738364950873,-0.0007198198803965994,0.004059855617943023,0.0001387386554719817,0.5201540436456996
log_return,12,"(-0.0512, -0.00275]",3897,-0.050194534107680155,-0.0027531969961831493,0.00523829949769239,0.0009827037161848522,0.5381062355658198
log_return,12,"(0.000835, 0.00295]",3892,0.0008359305317711119,0.002951097981561901,0.00411587622545073,0.00012444468542425027,0.5077081192189106
log_return,12,"(0.00295, 0.049]",3897,0.002951512086704966,0.04904683269803911,0.0051281335051515525,0.0005282427821024354,0.5137285091095715
sin_theta_6h,3,"(-0.00148, 0.395]",3897,-0.0014449026102174099,0.39479053691486043,0.003586079430943024,-0.00040257774973009684,0.47318450089812675
sin_theta_6h,3,"(-1.001, -0.00148]",3895,-0.9999930251496821,-0.0014821547947091792,0.0025265648409435676,5.1774300635057867e-05,0.5035952747817155
sin_theta_6h,3,"(0.395, 0.642]",3897,0.3951029743243374,0.642036300965315,0.0039880705689956785,0.00028307876574213385,0.5160379779317423
sin_theta_6h,3,"(0.642, 0.847]",3897,0.6420646414081713,0.8467515241611946,0.0048451085890437165,0.00017667154482437227,0.5173299101412067
sin_theta_6h,3,"(0.847, 1.0]",3897,0.8468080088992432,0.9999999893607598,0.004644580653943098,0.0003454547384900191,0.5462012320328542
sin_theta_6h,12,"(-0.00148, 0.395]",3897,-0.0014449026102174099,0.39479053691486043,0.003994704801557924,0.00025195350722699935,0.5039774185270721
sin_theta_6h,12,"(-1.001, -0.00148]",3886,-0.9999930251496821,-0.0014821547947091792,0.00308653574696204,-6.417873806363885e-06,0.5187853834276891
sin_theta_6h,12,"(0.395, 0.642]",3897,0.3951029743243374,0.642036300965315,0.004587410855040826,0.0004895658419980107,0.5129586861688479
sin_theta_6h,12,"(0.642, 0.847]",3897,0.6420646414081713,0.8467515241611946,0.005476116242170326,-8.718967596592506e-05,0.5032075955863484
sin_theta_6h,12,"(0.847, 1.0]",3897,0.8468080088992432,0.9999999893607598,0.005183117854774174,0.0011699365428802005,0.5550423402617398
sin_theta_24h,3,"(-1.001, 0.0958]",3895,-0.9999993527996907,0.09584303713752856,0.0026928487647606713,0.00020248821782602189,0.5208012326656395
sin_theta_24h,3,"(0.0958, 0.48]",3897,0.09595913437531725,0.47950482543194384,0.0034670661618714216,-0.0001970313191617588,0.4793430844239158
sin_theta_24h,3,"(0.48, 0.663]",3897,0.4799210681589063,0.6625688157015394,0.003903855109449934,0.0002359929459137058,0.5096277278562259
sin_theta_24h,3,"(0.663, 0.797]",3897,0.6626014974111126,0.7968986110271558,0.004713267098899186,-0.00022169194371559584,0.5125770020533881
sin_theta_24h,3,"(0.797, 1.0]",3897,0.7969022134781644,0.9999998005440212,0.004813452288340691,0.0004347210477864065,0.5340005132152938
sin_theta_24h,12,"(-1.001, 0.0958]",3886,-0.9999993527996907,0.09584303713752856,0.003325220612380582,0.0006412404173246207,0.5295934122490993
sin_theta_24h,12,"(0.0958, 0.48]",3897,0.09595913437531725,0.47950482543194384,0.0038641979012250726,-0.00021444622727518047,0.4983320502950988
sin_theta_24h,12,"(0.48, 0.663]",3897,0.4799210681589063,0.6625688157015394,0.004549479282292744,0.00031369572756947137,0.5137285091095715
sin_theta_24h,12,"(0.663, 0.797]",3897,0.6626014974111126,0.7968986110271558,0.005303311571986376,-0.0010810301046185519,0.4926866820631255
sin_theta_24h,12,"(0.797, 1.0]",3897,0.7969022134781644,0.9999998005440212,0.005286349864598857,0.0021602166641035243,0.5596612779060816
sin_theta_72h,3,"(-0.997, 0.248]",3895,-0.9960684779054537,0.247763863869764,0.002991934517113184,2.0598432604778e-05,0.4965322373490881
sin_theta_72h,3,"(0.248, 0.486]",3897,0.24786486874172128,0.48579514481638375,0.0034189699269857694,0.00017601350237401927,0.5078265332306903
sin_theta_72h,3,"(0.486, 0.639]",3897,0.48583169487046285,0.6394838597429152,0.003947076230228423,-5.7095204861955594e-05,0.5066735112936345
