feature,horizon,bin,n,feature_min,feature_max,future_rv_mean,future_lr_mean,p_up
vol_20,3,"(0.0030800000000000003, 0.0111]",598,0.004082894958472699,0.011074177377463934,0.010203367838906428,-0.0007090332421423214,0.5184563758389261
vol_20,3,"(0.0111, 0.0139]",598,0.011086729013454965,0.013928461533637818,0.012685348368835005,-0.0007952837009624906,0.48986486486486486
vol_20,3,"(0.0139, 0.0175]",595,0.013928640810461258,0.01748617382407036,0.01386690962629996,-0.0018743716296738514,0.5093062605752962
vol_20,3,"(0.0175, 0.0237]",598,0.01749962100376774,0.023715897054528427,0.017671194938750457,-0.0026060880228328163,0.4429530201342282
vol_20,3,"(0.0237, 0.0696]",598,0.023720225919716082,0.06959789664866599,0.022871622227463934,0.002864912548858677,0.4563758389261745
vol_20,12,"(0.0030800000000000003, 0.0111]",598,0.004082894958472699,0.011074177377463934,0.01229862285254313,0.002739283970828322,0.5177065767284992
vol_20,12,"(0.0111, 0.0139]",598,0.011086729013454965,0.013928461533637818,0.01404951164927408,-0.005081565076753242,0.4949664429530201
vol_20,12,"(0.0139, 0.0175]",586,0.013928640810461258,0.01748617382407036,0.01613513684535422,-0.010496596031887174,0.4512820512820513
vol_20,12,"(0.0175, 0.0237]",598,0.01749962100376774,0.023715897054528427,0.02041617203641398,0.00011742544745267716,0.49246231155778897
vol_20,12,"(0.0237, 0.0696]",598,0.023720225919716082,0.06959789664866599,0.024511353254626608,-0.0002446092636110927,0.5025125628140703
log_return,3,"(-0.00341, 0.00306]",598,-0.0034042586068014913,0.003054992192712769,0.01382319875382136,0.0013027848575988992,0.5058626465661642
log_return,3,"(-0.0127, -0.00341]",600,-0.012639934935819719,-0.003408817520503371,0.01431737707232221,-0.001350916163573207,0.4782608695652174
log_return,3,"(-0.131, -0.0127]",598,-0.1303957547067811,-0.012753153164075437,0.016928167104080155,-0.0010152520053432175,0.48067226890756304
log_return,3,"(0.00306, 0.0115]",600,0.0030553033238815974,0.011514231987377999,0.013478293110069185,-0.0017902789107224226,0.4848993288590604
log_return,3,"(0.0115, 0.236]",600,0.011520614324272982,0.2355748186155162,0.018781293289460745,0.00015951191898417872,0.468013468013468
log_return,12,"(-0.00341, 0.00306]",597,-0.0034042586068014913,0.003054992192712769,0.015893282134320275,-0.0014206413168826313,0.49748743718592964
log_return,12,"(-0.0127, -0.00341]",599,-0.012639934935819719,-0.003408817520503371,0.01651107864334404,-0.0015122702348366022,0.5050505050505051
log_return,12,"(-0.131, -0.0127]",595,-0.1303957547067811,-0.012753153164075437,0.019359949578732483,-0.0019603829314787736,0.47554806070826305
log_return,12,"(0.00306, 0.0115]",598,0.0030553033238815974,0.011514231987377999,0.01567521269556488,-0.005077147993758951,0.492436974789916
log_return,12,"(0.0115, 0.236]",598,0.011520614324272982,0.2355748186155162,0.020142081510493237,-0.0008233027079080136,0.49665551839464883
funding_rate,3,"(-0.00702, -1.17e-05]",600,-0.00602439,-1.198e-05,0.019262068373847533,0.0006077382056120672,0.4724540901502504
funding_rate,3,"(-1.17e-05, 0.0001]",2392,-1.156e-05,0.0001,0.014522689827691154,-0.0008155805079331453,0.48632730332351704
funding_rate,3,"(0.0001, 0.00026]",4,0.00010469,0.0002599,0.009994943497658114,-0.00770989898228247,0.5
funding_rate,12,"(-0.00702, -1.17e-05]",600,-0.00602439,-1.198e-05,0.020410013984479548,0.00025918141234581064,0.5066666666666667
funding_rate,12,"(-1.17e-05, 0.0001]",2383,-1.156e-05,0.0001,0.016789947296583434,-0.002728407192796161,0.49009692372524233
funding_rate,12,"(0.0001, 0.00026]",4,0.00010469,0.0002599,0.01497116941870354,-0.025646151911751347,0.5
funding_abs,3,"(-0.00099966, 0.0001]",2562,3.4e-07,0.0001,0.014567838057000041,-0.0006680980112879548,0.4895956026698076
funding_abs,3,"(0.0001, 0.00602]",434,0.00010315,0.00602439,0.02076657549332323,0.0002179766299119062,0.44803695150115475
funding_abs,12,"(-0.00099966, 0.0001]",2553,3.4e-07,0.0001,0.016825079113484978,-0.0021450688125842746,0.49587101848210774
funding_abs,12,"(0.0001, 0.00602]",434,0.00010315,0.00602439,0.021571222348833453,-0.0022408051201500425,0.4792626728110599
rolling_corr_ref_42,3,"(-0.169, 0.36]",594,-0.16794666527671265,0.359640408295669,0.02029337379481137,-0.004061645100138805,0.42736486486486486
rolling_corr_ref_42,3,"(0.36, 0.525]",595,0.3598186015411566,0.5247453106038121,0.015102631745937083,0.0002399464271424266,0.4805414551607445
rolling_corr_ref_42,3,"(0.525, 0.634]",595,0.5250833864529013,0.634004208757353,0.01607268933515856,0.0019873384743785945,0.5102040816326531
rolling_corr_ref_42,3,"(0.634, 0.745]",596,0.6341523204904523,0.7444698840702529,0.012774461710993888,0.0014319991729657418,0.5269360269360269
rolling_corr_ref_42,3,"(0.745, 0.928]",596,0.7457747881459064,0.9284000495070617,0.012801703396665993,-0.003475117034020212,0.46554621848739497
rolling_corr_ref_42,12,"(-0.169, 0.36]",585,-0.16794666527671265,0.359640408295669,0.02187180800736349,-0.020268819671515316,0.42905982905982903
rolling_corr_ref_42,12,"(0.36, 0.525]",595,0.3598186015411566,0.5247453106038121,0.01798003874382087,0.004009226592522139,0.5025295109612141
rolling_corr_ref_42,12,"(0.525, 0.634]",595,0.5250833864529013,0.634004208757353,0.017039466742239207,0.0010826359196575226,0.5008460236886633
rolling_corr_ref_42,12,"(0.634, 0.745]",596,0.6341523204904523,0.7444698840702529,0.015357137344276043,0.011090997082627046,0.6094276094276094
rolling_corr_ref_42,12,"(0.745, 0.928]",596,0.7457747881459064,0.9284000495070617,0.014873687007635146,-0.012411365577856184,0.4074074074074074
funding_z,3,"(-11.491999999999999, 0.052]",594,-11.490932553720619,0.05201833225787731,0.018671575485159242,0.0005248359597114872,0.4730639730639731
funding_z,3,"(0.052, 0.287]",599,0.05769336887606576,0.2870623813465958,0.014935709013278158,0.0024421062389845755,0.5472972972972973
funding_z,3,"(0.287, 0.366]",593,0.28706238134659584,0.36591926778750977,0.01452797254195459,-0.005056572148401958,0.42346938775510207
