horizon,feature,corr_rv_all,corr_rv_train,corr_rv_test,corr_lr_all,corr_lr_train,corr_lr_test,corr_direction_all,corr_direction_train,corr_direction_test,max_abs_test_corr
3,funding_rate,-0.18843303083851462,-0.07884103910672739,-0.3792312858355905,-0.001814234258241872,0.008037413079199534,-0.0161180675227071,0.023822268148691643,0.029425400655913994,0.010725288582202482,0.3792312858355905
3,funding_abs,0.17546628915251056,0.07259896925081266,0.3601388808057104,-0.005574538533219795,-0.010244067204274997,0.0018462248079210127,-0.026862034440452282,-0.029030741785544874,-0.02203804125303747,0.3601388808057104
3,funding_z,-0.1473606982036584,-0.042168604722211546,-0.27550962597085404,-0.030569077045175787,-0.007310617775532735,-0.056086177048029796,0.010178576773461795,0.010901453355054712,0.008673657896840856,0.27550962597085404
3,vol_20,0.326226405085166,0.2901520354398324,0.2673069923495725,-0.02579519674165509,0.01102552349452656,-0.09734369146067706,-0.0532950164334587,-0.05636005142530783,-0.05355415075844291,0.2673069923495725
3,funding_abs_pct,0.11387261794251237,0.058591370859896526,0.21189303349252012,-0.0011601067411683799,-0.018059753790281054,0.024275727756678366,-0.03131568688614492,-0.04133578077443687,-0.0077839155880805155,0.21189303349252012
3,relative_strength_12,0.16175901765111728,0.08788625667696626,0.19802497871701244,-0.039862668473705946,-0.007760213737840567,-0.0811925869650191,-0.027312254632262396,-0.02673419593045538,-0.028602141096501305,0.19802497871701244
3,price_ratio_z_42,0.17446530504957494,0.10246360505367536,0.19457180410073144,-0.01062343213950673,-0.027096067519557735,-0.012779586680869343,-0.02112522004572229,-0.030850658651132623,0.0029650669433499057,0.19457180410073144
3,reference_close,-0.17818059253653154,0.02674683974309192,-0.18328651764343898,-0.046297951186681674,-0.03065541799119034,-0.0035220555434248117,0.0100381004993703,-0.0021906935746622176,0.03170960174627944,0.18328651764343898
3,relative_log_return,0.11498138245650247,0.06597242922166156,0.15673583079064818,0.018003106784386606,0.017593357495738083,0.015794000733358758,-0.0038950047317659942,0.00344500997724378,-0.013925763760883801,0.15673583079064818
3,rolling_corr_ref_12,-0.19558174017287533,-0.13346816809748815,-0.1538413100975161,-0.005146638172552908,0.0010614460307977914,0.020694495775511516,0.05383739431498003,0.060157128677530064,0.040816513325720886,0.1538413100975161
3,price_ratio,0.19396186043028188,0.17275975777374375,0.15085596859199027,-0.04961172972997063,-0.04669592203443358,-0.08544040783458648,-0.05851780421665046,-0.04312238278612337,-0.09730830479300508,0.15085596859199027
3,relative_strength_42,0.1206621421089368,-0.017327769498774577,0.14392949218012535,-0.024329317538291016,-0.042638894843917315,-0.0348703502205327,-0.012954873356776898,-0.04754073009833299,0.032379767591196734,0.14392949218012535
3,log_return,0.08473312146616031,0.027996370699736484,0.14191937484925823,0.02021475943903242,0.016402424939836655,0.02198438485918438,-0.00882677741374768,-0.005519461138276472,-0.01398419765803481,0.14191937484925823
3,asset_log_return,0.08473312146616031,0.027996370699736484,0.14191937484925823,0.02021475943903242,0.016402424939836655,0.02198438485918438,-0.00882677741374768,-0.005519461138276472,-0.01398419765803481,0.14191937484925823
3,rolling_corr_ref_42,-0.2007098262531679,-0.12378632980532513,-0.11294828490607682,0.028011587856252712,-0.005450827819954565,0.13241861288551543,0.05332146376717021,0.02663719590078279,0.11282835741239602,0.13241861288551543
3,price_ratio_z_12,0.10540368426867935,0.07882251794481675,0.11286165311148634,0.014021031964552384,0.01420561842822671,0.005041857376456062,-0.007267994532947936,-0.006018949641950739,-0.00783988481303263,0.11286165311148634
3,rolling_beta_ref_12,-0.06449740925680542,-0.014506772582092015,-0.08572490070218478,-0.02475135793600997,-0.034646527647179425,-0.002642586570396684,0.0047586827455662105,0.006681197653312993,-0.0010814845317100251,0.08572490070218478
