future_lr_3,future_direction_3,future_rv_3,future_lr_12,future_direction_12,future_rv_12
-0.016438726343159904,-1.0,0.009276636720949388,0.084880485062787,1.0,0.02083885390181862
-0.042594934507099946,-1.0,0.008862467044391567,0.07584720385192556,1.0,0.02113961860862621
-0.01718922278466284,-1.0,0.01652868634856836,0.0695424730396702,1.0,0.021786276805804746
-0.0019355736721764494,-1.0,0.019039326140436734,0.14837237586437657,1.0,0.028954031937328657
0.03443828243335112,1.0,0.0019619351411582268,0.16094945890717427,1.0,0.027775802212482843
0.06731360996723146,1.0,0.018128612989975094,0.15127021696190412,1.0,0.028010763109810818
0.1007554086208039,1.0,0.017184435908190115,0.15006976923293802,1.0,0.02802191321317122
0.07340572493385111,1.0,0.03297404794008393,0.1491069766830242,1.0,0.028019423863723098
0.04523576888304248,1.0,0.028670532628573886,0.18883623781514836,1.0,0.03375604496156774
0.0024993764573194577,1.0,0.014356558458528838,0.14358454378937635,1.0,0.032859537288992866
0.010598130991823274,1.0,0.010537453709943556,0.15784032047526997,1.0,0.03209993325411907
-0.025817683025940896,-1.0,0.011472721463731222,0.2109758714048766,1.0,0.035840656853889374
0.047053164458429664,1.0,0.05100582004403888,0.14346689412644975,1.0,0.04321896066273751
0.042507320548148764,1.0,0.052007828137531235,0.1424647645445547,1.0,0.04325672208727091
0.06453852113757108,1.0,0.045661393277814405,0.21469772914569052,1.0,0.043245323766295994
-0.00023818030361499876,-1.0,0.009598032692755921,0.16514705190404444,1.0,0.03962881150754638
0.022595800209201045,1.0,0.006179634814965734,0.20816544720494579,1.0,0.039222293119568666
0.10487963082047569,1.0,0.041649351996772103,0.19604901795876917,1.0,0.03984028719089993
0.09427018317724223,1.0,0.04523958845806691,0.19776466231815515,1.0,0.03981499749611208
0.08213906872609689,1.0,0.04818532068475997,0.20663933528227407,1.0,0.03982246202663868
0.06737540247277074,1.0,0.039664130901366446,0.08582019161947652,1.0,0.03683956958757342
0.0023817267943928577,1.0,0.0673758923452851,0.0697007645235409,1.0,0.037472804128911776
-0.004777424938891994,-1.0,0.06751018239841357,0.0702630061764965,1.0,0.03746611914736326
-0.02209582528512699,-1.0,0.058721259331163636,-0.0012148209633315865,-1.0,0.03191701702455497
0.06873332223602435,1.0,0.028741981997647985,0.04648069432076951,1.0,0.025147108652588478
0.10820800320853985,1.0,0.013570848080546349,0.062236679329602085,1.0,0.02496641531470381
0.04588980995064973,1.0,0.023516425985429846,-0.0018635474903420102,-1.0,0.020801004507057724
0.03237943011049571,1.0,0.022180338696299828,-0.04543420268198972,-1.0,0.019924777585931183
0.02106968828652933,1.0,0.016847516396270006,-0.08646099481522007,-1.0,0.016220849633491078
-0.005349195518816963,-1.0,0.031671450053003994,-0.07826598230238557,-1.0,0.01620090964371558
-0.03379371461737202,-1.0,0.030242492129332468,-0.0961510336137551,-1.0,0.015256750853397009
-0.054237260379680685,-1.0,0.019516909897850543,-0.12906003995432513,-1.0,0.012062277022564566
-0.019659610110037362,-1.0,0.009852121685471804,-0.14007983159344395,-1.0,0.01448562528667427
-0.020838343408378535,-1.0,0.010516215072805092,-0.14415897893173324,-1.0,0.014684755998757506
-0.01280375178578641,-1.0,0.014059127334657933,-0.17139599824376883,-1.0,0.014559108246196108
-0.022744551812137415,-1.0,0.014843964645152764,-0.15388059204708837,-1.0,0.016514027901909954
-0.02318157476673488,-1.0,0.015010529758357668,-0.13648490649698097,-1.0,0.016702745698922706
-0.04048967093628231,-1.0,0.005602010601823422,-0.1323340849632746,-1.0,0.01720406423347211
-0.030512624861393833,-1.0,0.008231084578702827,-0.1733669505666391,-1.0,0.02126786414993324
-0.018337400821269667,-1.0,0.00256988953338806,-0.16502015963933137,-1.0,0.021232919843700765
-0.02152935685257573,-1.0,0.004027480581335865,-0.12822070568728483,-1.0,0.024530821462420475
-0.06716304480987534,-1.0,0.022997935427434377,-0.07657649969705027,-1.0,0.029904934909822635
-0.08180165993535016,-1.0,0.019395790980963723,-0.10495412334021959,-1.0,0.03106441529892818
-0.09657321866912438,-1.0,0.014573129113270139,-0.10113779115903399,-1.0,0.031055951134905124
-0.033460370563681785,-1.0,0.022130452961931665,-0.05278579604877831,-1.0,0.028356344764208306
-0.013164270973626269,-1.0,0.020315312147123763,-0.034449302688216665,-1.0,0.02782752342170743
0.026258161494707832,1.0,0.008819790406421479,-0.016433429270057753,-1.0,0.026936509607295368
-0.04223091033168813,-1.0,0.03553691724936188,-0.04890831859740663,-1.0,0.02685261265214685
-0.05171682790908527,-1.0,0.03424605241903768,-0.03051287767166444,-1.0,0.027534497556410915
-0.03637629166029255,-1.0,0.04148758693032476,-0.025060413118195624,-1.0,0.027864471133511856
0.06627782600819498,1.0,0.030227420272777986,0.012249050750111401,1.0,0.023213355802512495
0.04172863547784211,1.0,0.043870737009584417,0.016312769050641718,1.0,0.023052653374872147
0.005553557675675114,1.0,0.042713249968079514,-0.011690342585288338,-1.0,0.021386294890567682
-0.04337234116160338,-1.0,0.018512995280610255,-0.018626848207167757,-1.0,0.019976425243588346
-0.011296839283347238,-1.0,0.003493665526154475,0.014002839457566085,1.0,0.016930888339455025
-0.011868856780148151,-1.0,0.0037966733184116148,0.028953137740106993,1.0,0.01678970333432032
-0.029582893112310105,-1.0,0.007580330395320048,0.07761216702711482,1.0,0.02129777043567057
-0.009227845957074043,-1.0,0.018097624207521812,0.07585029816785838,1.0,0.021377740593180664
0.017631177646569962,1.0,0.02086868535528701,0.1003038928133585,1.0,0.02105061040024804
0.0189264590158299,1.0,0.020121636163153777,0.15187940338772932,1.0,0.02039086609857376
-0.004891181186779114,-1.0,0.0184361236427676,0.14740157652434938,1.0,0.02034554404101661
-0.023006221127385262,-1.0,0.008846918973056242,0.0925422985162655,1.0,0.02447930591081622
0.03540192705091583,1.0,0.026004450989704005,0.04824506914123483,1.0,0.03099976381395363
0.03941870588476648,1.0,0.024631897804632947,0.033272114429001576,1.0,0.0317684810344734
0.046197038001070445,1.0,0.023194067102663318,-0.03135365062718731,-1.0,0.0371647381376736
0.0528666740726792,1.0,0.02696160586713397,-0.0645541891020679,-1.0,0.03473819743651412
0.050550619426945054,1.0,0.027858055468520684,-0.08096622299191247,-1.0,0.03495087278860898
0.05948189829310335,1.0,0.02681924860409032,-0.05456117040355901,-1.0,0.03671689400880418
0.04468434324830439,1.0,0.019306737546812055,-0.15055335354253485,-1.0,0.03458041369686976
0.062323432399416956,1.0,0.011093371715924694,-0.14619080889883362,-1.0,0.03468811395709605
0.009869583349476962,1.0,0.03559923850841952,-0.13753827593340173,-1.0,0.035419491238667285
-0.08470787523066459,-1.0,0.03745810649640633,-0.1601016996171345,-1.0,0.03336176335301545
-0.11902064328212691,-1.0,0.0199459631974244,-0.17736543761476942,-1.0,0.03250743654412966
-0.14690217027083807,-1.0,0.023554102078388026,-0.12341870291285595,-1.0,0.03303080082133948
-0.0773973311923869,-1.0,0.03626346577890614,-0.0930621285197838,-1.0,0.029779529729518212
-0.07481963153614757,-1.0,0.036435235628213034,-0.06972148131475042,-1.0,0.029539081284334134
0.022989518224698746,1.0,0.026583260147059126,-0.01965602530263555,-1.0,0.02351045047933007
