manifold,manifold_dim,ambient_dim,reconstruction_error,smoothness,latent_utilization,complexity_penalty,score,n_points,k,mask_ratio,latent_shape,n_masks,reconstruction_error_mean,reconstruction_error_std,score_mean,score_std,reconstruction_error_ci95,rank
s1_r2,3,4,0.011120696121398734,0.17494574523923892,0.06840684068406841,4e-08,0.011120736121398734,9999,8,0.25,"[9999, 4]",8,0.012642570018133476,0.0017059551166573514,0.012642610018133476,0.0017059551166573514,0.0011821665827605348,1
plane3d,3,3,0.06823986563222625,0.5134862836504752,0.2065972222222222,3.75e-08,0.06823990313222625,9999,8,0.25,"[9999, 3]",8,0.06635291969489845,0.005138358729413112,0.06635295719489845,0.005138358729413111,0.0035607009357023615,2
cylinder,2,3,0.06911734622116089,0.5134862836504752,0.2065972222222222,2.75e-08,0.06911737372116089,9999,8,0.25,"[9999, 3]",8,0.06825263121500794,0.0038344510559981753,0.06825265871500794,0.0038344510559981753,0.0026571390169477433,3
torus2,2,3,0.21063197435730982,1.497883547574215,0.3726851851851852,2.75e-08,0.21063200185730982,9999,8,0.25,"[9999, 3]",8,0.2088567776681703,0.008125257719251336,0.2088568051681703,0.008125257719251336,0.00563051633552754,4
sphere2,2,3,0.38001294535614716,2.7200770203830262,0.3350694444444444,2.75e-08,0.38001297285614716,9999,8,0.25,"[9999, 3]",8,0.3833839661720517,0.018069565957924038,0.3833839936720518,0.018069565957924038,0.012521570369506766,5
circle,1,2,0.6815813302005237,4.247030267577647,0.3055555555555556,1.5000000000000002e-08,0.6815813452005237,9999,8,0.25,"[9999, 2]",8,0.702767123927331,0.02016751466392889,0.7027671389273309,0.02016751466392889,0.013975374650972386,6
