manifold,manifold_dim,ambient_dim,reconstruction_error,smoothness,latent_utilization,complexity_penalty,score,n_points,k,mask_ratio,latent_shape,n_masks,reconstruction_error_mean,reconstruction_error_std,score_mean,score_std,reconstruction_error_ci95,rank
cylinder,2,3,0.009301746362021072,0.11555244853138488,0.17881944444444445,2.75e-08,0.009301773862021072,9999,8,0.25,"[9999, 3]",8,0.00889039509109474,0.0005724788428044037,0.00889042259109474,0.0005724788428044037,0.000396707598396165,1
torus2,2,3,0.11977988334410417,0.8749923019788859,0.36516203703703703,2.75e-08,0.11977991084410416,9999,8,0.25,"[9999, 3]",8,0.12488751101210632,0.00934955380669454,0.12488753851210632,0.00934955380669454,0.006478910239826563,2
sphere2,2,3,0.28027916894072635,1.8037306455075537,0.33449074074074076,2.75e-08,0.28027919644072635,9999,8,0.25,"[9999, 3]",8,0.2607204515437787,0.015216207848361847,0.2607204790437787,0.015216207848361847,0.010544294078450214,3
circle,1,2,0.5072126264586355,2.9088441744533897,0.3055555555555556,1.5000000000000002e-08,0.5072126414586355,9999,8,0.25,"[9999, 2]",8,0.4791936545376321,0.031620816115154916,0.4791936695376321,0.031620816115154916,0.021912107631645323,4
