future_lr_3,future_direction_3,future_rv_3,future_lr_12,future_direction_12,future_rv_12
-0.013738761021274914,-1.0,0.006234604407646972,0.06050818869213792,1.0,0.011584561879602542
-0.008372580915467775,-1.0,0.0037825955296386885,0.07991442823876982,1.0,0.01044862547847907
0.017138045703037008,1.0,0.018468308483062152,0.0804966959684359,1.0,0.010423884531253877
0.03770992406682039,1.0,0.016613296176487984,0.06832985644750256,1.0,0.012056639831985976
0.059552173905506045,1.0,0.006213460851884141,0.10163277400413984,1.0,0.013020146790339499
0.040845800926560205,1.0,0.004586668670315564,0.10702559691788549,1.0,0.01378920536011038
0.03305895798004066,1.0,0.004541456986873307,0.10783439643632642,1.0,0.013830286490667785
0.029630115503254117,1.0,0.002562344809717608,0.08487264715616094,1.0,0.014312040262041564
0.017191751282263912,1.0,0.008804056330514686,0.06631347689520739,1.0,0.015143727933703105
0.0034780676665517873,1.0,0.010125995248754386,0.059038763799375005,1.0,0.01516045893922269
-0.000895280254522568,-1.0,0.007606163090688247,0.041145217537442935,1.0,0.015191229318595454
0.005321098056574769,1.0,0.006854391404936253,0.037748648073369306,1.0,0.015375182116075612
-0.005917093265910278,-1.0,0.012956282796382005,0.05742811030761885,1.0,0.015449169856326534
0.013345764849902242,1.0,0.022192828642361634,0.05415118785162587,1.0,0.015407209727404073
0.043666946652486605,1.0,0.02697551325699198,0.04023861674649565,1.0,0.016112800733711633
0.07721446405564425,1.0,0.007863068828098826,0.051306072225667965,1.0,0.015163457192835286
0.04279204705752715,1.0,0.019709219981162242,0.009072975469212707,1.0,0.014089538454699464
0.00013368090388210518,1.0,0.014852703104558078,-0.024933951870780735,-1.0,0.009955809113338225
-0.015736674656910754,-1.0,0.005858031586524055,-0.037248104248635006,-1.0,0.008299270072464908
-0.014097314115463888,-1.0,0.005729735674764503,-0.029022560757599347,-1.0,0.008315039269718476
-0.011373077539574172,-1.0,0.0044954002288609485,-0.007406049897740186,-1.0,0.008794223161195748
0.001867414174795634,1.0,0.01203162136036071,-0.02022995490270363,-1.0,0.009316671559434605
0.012110690059660367,1.0,0.011024189017901422,-0.007705194649070268,-1.0,0.009601572857807961
0.0078110667297011105,1.0,0.013317944726570474,0.01633335225734278,1.0,0.01050245646604306
-0.012039131347861165,-1.0,0.008584991642233215,-0.0022146039441972576,-1.0,0.009739318466469983
-0.03173244753251092,-1.0,0.004675671462748244,-0.012808714142985345,-1.0,0.009688487401638218
-0.02150562196478978,-1.0,0.006638025028099415,-0.012364166903965135,-1.0,0.009644403576205907
-0.01133971241865872,-1.0,0.009819151234120372,-0.007554562552539945,-1.0,0.009545397360232424
0.004696510830715095,1.0,0.003173788654438526,-0.0023839873184159366,-1.0,0.008960684291643343
0.017661582876922655,1.0,0.005020913889098363,-0.057227755090037746,-1.0,0.018569003548813735
0.001281474689020623,1.0,0.011538337687575633,-0.08914419601075974,-1.0,0.01934962884335681
0.007220051993065191,1.0,0.012305217431926368,-0.09707424540951148,-1.0,0.019150366309744104
0.012366324615508795,1.0,0.01436686853813737,-0.1146233904034788,-1.0,0.018173882774316776
0.019882765133302005,1.0,0.01033937646095389,-0.1138127261415911,-1.0,0.01816699561350257
0.007007170565745291,1.0,0.012303559666165363,-0.12531641140399596,-1.0,0.01748187915058597
-0.020886452431606806,-1.0,0.0038735207215482574,-0.14349586070010867,-1.0,0.01562133097990668
-0.017379089956203853,-1.0,0.005396782961383184,-0.15958340148580596,-1.0,0.015576384542161915
-0.021307720707941513,-1.0,0.0057242061399830945,-0.14017158716513523,-1.0,0.01737430126462922
-0.06636921015086239,-1.0,0.030032529866402972,-0.13608803448276285,-1.0,0.01742085304360853
-0.09292934587687851,-1.0,0.023777827733368524,-0.155483378739405,-1.0,0.017232248420559988
-0.08999374726038045,-1.0,0.025135166968757745,-0.13994028475183784,-1.0,0.018091632406011537
-0.0397340524365184,-1.0,0.012049761401340427,-0.07489872794745134,-1.0,0.01226350087806646
-0.023387055441810745,-1.0,0.00261381104699017,-0.08698155072760372,-1.0,0.01443988648970029
-0.02102211400141929,-1.0,0.003462522273753502,-0.07758922146975866,-1.0,0.014741261769177868
-0.016506145681121076,-1.0,0.0047493263656496615,-0.05338115057473125,-1.0,0.01635329721901662
-0.025887910210912857,-1.0,0.010084731761816424,-0.018987131861952555,-1.0,0.018061612035668334
-0.00784800519539397,-1.0,0.01711724553481852,-0.022915376134200027,-1.0,0.01814557841876556
-0.013478626214260991,-1.0,0.017267517062926622,-0.025470566656594418,-1.0,0.018157330357274706
-0.013279067209802875,-1.0,0.017176943343199313,0.011247801278239322,1.0,0.017927756083279983
-0.021076418294644128,-1.0,0.013100586168107166,-0.008315024172894425,-1.0,0.017516530688064486
-0.005179903615550874,-1.0,0.01586487905705752,-0.01631664690024115,-1.0,0.017937622207518347
-0.024427517865077242,-1.0,0.026958688818574487,0.0024736003479381985,1.0,0.016956466662090434
-0.027642683978301275,-1.0,0.026155111823453987,0.009703478608605653,1.0,0.01731364162084144
-0.01821647506379831,-1.0,0.029693670252102636,-0.007064060896414759,-1.0,0.01730348300689032
