horizon,feature,corr_rv_all,corr_rv_train,corr_rv_test,corr_lr_all,corr_lr_train,corr_lr_test,corr_direction_all,corr_direction_train,corr_direction_test,max_abs_test_corr
3,vol_20,0.3556242093342908,0.3694023236388627,0.3017312336103,0.0281804520999677,0.029872624009385403,0.02340880260267228,0.018338261443925207,0.02190854962016614,0.006210812267166055,0.3017312336103
3,ring_radius,-0.236855526532458,-0.2464469449718863,-0.20253684566675104,0.0074631656886922065,0.012905784252637777,-0.01088372553184129,0.03049282592258577,0.03321154241717204,0.02124022236013861,0.20253684566675104
3,sin_theta_72h,-0.15488752451928803,-0.14262795684415194,-0.19971836028124357,-0.011796436181228631,-0.013109116260619834,-0.00042668500096052484,-0.026285763121656192,-0.026951229565230984,-0.018069610752665933,0.19971836028124357
3,sin_theta_24h,-0.17453431969370103,-0.170433400395318,-0.19116948229329125,-0.022542274192728664,-0.03857122869077474,0.03181092643130835,-0.039506974316320664,-0.04604862019639183,-0.0150549839533189,0.19116948229329125
3,cos_theta_72h,0.13143065796937578,0.11905709524122784,0.1767539114091928,0.0070582634170950065,0.008163300721760013,-0.005097112620006977,0.026300592082039043,0.02736659135218518,0.01594001048108453,0.1767539114091928
3,cos_theta_24h,0.1412517747175472,0.13711403562326072,0.15876920938941938,0.016535485285378883,0.028989953487798,-0.02631023903691016,0.04208643818218063,0.047845618925280525,0.02003797112641807,0.15876920938941938
3,sin_theta_6h,-0.12451382615292464,-0.12866875997264243,-0.1111353281746975,-0.01540077105057747,-0.022252116797775563,0.008173706441549678,-0.042496250718605334,-0.04386408220555763,-0.03663488160653636,0.1111353281746975
3,cos_theta_6h,0.08083741663705933,0.08699455999672424,0.06331925324502342,0.020986716908338802,0.02652268139884612,0.0009195127797233016,0.048845750063072346,0.04904707306497242,0.04528791483919343,0.06331925324502342
3,lr_z20,-0.004340181277134427,-0.006721737226717787,0.004030948660224533,-0.002601574458789695,-0.011968666798518329,0.028513631604511553,-0.027274152661698282,-0.033824097995710005,-0.005275247030758002,0.028513631604511553
3,log_return,-0.02336878933145382,-0.026520643079159117,-0.012051308922706247,-0.00986008455812646,-0.018781382919366374,0.018930648078262162,-0.034439276797717175,-0.03957519266835273,-0.018002564079465152,0.018930648078262162
12,vol_20,0.46465284755144637,0.4847228795341699,0.3820330545883355,0.04251577082984269,0.05004533685815026,0.017990903617473537,0.018712477815097606,0.03229537367205899,-0.029503064970616326,0.3820330545883355
12,sin_theta_72h,-0.21744510106574633,-0.20496940676221065,-0.27055531476392364,-0.023258786879690015,-0.024229257201302614,-0.005742908362112116,-0.038013165734625834,-0.03478755061415757,-0.034151504384865555,0.27055531476392364
12,sin_theta_24h,-0.22703598082805002,-0.2184562441956365,-0.26312004977639,-0.04168084342392375,-0.06659385334873993,0.04417886223457366,-0.047673878759343744,-0.06114100511519847,0.0032945404383165383,0.26312004977639
12,cos_theta_72h,0.18709776364643382,0.17272909973688214,0.24750550832839832,0.011654834870906423,0.013208658045883422,-0.010543816182805957,0.03374987562676084,0.03057460836977969,0.026951905115700347,0.24750550832839832
12,cos_theta_24h,0.18963689888407353,0.18190759137877954,0.22416221398459632,0.03387617037063319,0.051520806150663394,-0.029853335821935566,0.046618704798052475,0.05789776050872826,0.001711556389863114,0.22416221398459632
12,ring_radius,-0.2749982535193156,-0.2941943091575929,-0.204043802617494,-0.011909138386418695,-0.01374715610190039,-0.005928067599589971,0.002203911273480411,-0.0029477677777139245,0.019660741758457417,0.204043802617494
12,sin_theta_6h,-0.17582870527145447,-0.17792163829366417,-0.17065616670373224,-0.011192217826136835,-0.02313224249980806,0.02998145615444258,-0.020040223061795773,-0.028220706987849894,0.00954782058505771,0.17065616670373224
12,cos_theta_6h,0.12632128562505784,0.1290403236134046,0.12226082792898699,0.0066827677996883165,0.012869925340969708,-0.01910909339707459,0.02194273676334631,0.02445097312093314,0.007290190944566319,0.12226082792898699
12,log_return,-0.031918109428006644,-0.02887601660397175,-0.04268216817850249,-0.006663750937542516,-0.007486935971135291,-0.0058653096450605735,-0.012308571874635436,-0.011464662908662502,-0.01702978359529395,0.04268216817850249
12,lr_z20,-0.003638614791337776,-0.002740193434690919,-0.007011389006537129,0.003270325885422767,0.005713144745670404,-0.004490832952816724,-0.0023888325455595637,0.00014510912927662297,-0.01063525438529008,0.01063525438529008
